Feature,Importance
CustomerID_C4305,0
CustomerID_C4284,0
CustomerID_C4283,0
CustomerID_C4282,0
CustomerID_C4254,0
CustomerID_C4261,0
CustomerID_C4260,0
CustomerID_C4259,0
CustomerID_C4258,0
CustomerID_C4257,0
CustomerID_C4256,0
CustomerID_C4255,0
CustomerID_C4253,0
CustomerID_C4281,0
CustomerID_C4252,0
CustomerID_C4251,0
CustomerID_C4250,0
CustomerID_C4249,0
CustomerID_C4248,0
CustomerID_C4247,0
CustomerID_C4246,0
CustomerID_C4262,0
CustomerID_C4263,0
CustomerID_C4264,0
CustomerID_C4265,0
CustomerID_C4280,0
CustomerID_C4279,0
CustomerID_C4278,0
CustomerID_C4277,0
CustomerID_C4276,0
CustomerID_C4275,0
CustomerID_C4274,0
CustomerID_C4273,0
CustomerID_C4272,0
CustomerID_C4271,0
CustomerID_C4270,0
CustomerID_C4269,0
CustomerID_C4268,0
CustomerID_C4267,0
CustomerID_C4266,0
CustomerID_C4321,0
CustomerID_C4322,0
CustomerID_C4323,0
CustomerID_C4372,0
CustomerID_C4379,0
CustomerID_C4378,0
CustomerID_C4377,0
CustomerID_C4376,0
CustomerID_C4375,0
CustomerID_C4374,0
CustomerID_C4373,0
CustomerID_C4371,0
CustomerID_C4362,0
CustomerID_C4370,0
CustomerID_C4369,0
CustomerID_C4368,0
CustomerID_C4367,0
CustomerID_C4366,0
CustomerID_C4365,0
CustomerID_C4364,0
CustomerID_C4380,0
CustomerID_C4381,0
CustomerID_C4382,0
CustomerID_C4383,0
CustomerID_C4398,0
CustomerID_C4397,0
CustomerID_C4396,0
CustomerID_C4395,0
CustomerID_C4394,0
CustomerID_C4393,0
CustomerID_C4392,0
CustomerID_C4391,0
CustomerID_C4390,0
CustomerID_C4389,0
CustomerID_C4388,0
CustomerID_C4387,0
CustomerID_C4386,0
CustomerID_C4385,0
CustomerID_C4384,0
CustomerID_C4363,0
CustomerID_C4361,0
CustomerID_C4324,0
CustomerID_C4333,0
CustomerID_C4340,0
CustomerID_C4339,0
CustomerID_C4338,0
CustomerID_C4337,0
CustomerID_C4336,0
CustomerID_C4335,0
CustomerID_C4334,0
CustomerID_C4332,0
CustomerID_C4360,0
CustomerID_C4331,0
CustomerID_C4330,0
CustomerID_C4329,0
CustomerID_C4328,0
CustomerID_C4327,0
CustomerID_C4326,0
CustomerID_C4325,0
CustomerID_C4341,0
CustomerID_C4342,0
CustomerID_C4343,0
CustomerID_C4344,0
CustomerID_C4359,0
CustomerID_C4358,0
CustomerID_C4357,0
CustomerID_C4356,0
CustomerID_C4355,0
CustomerID_C4354,0
CustomerID_C4353,0
CustomerID_C4352,0
CustomerID_C4351,0
CustomerID_C4350,0
CustomerID_C4349,0
CustomerID_C4348,0
CustomerID_C4347,0
CustomerID_C4346,0
CustomerID_C4345,0
CustomerID_C2666,0
CustomerID_C2643,0
CustomerID_C2664,0
CustomerID_C19071,0
CustomerID_C19078,0
CustomerID_C19077,0
CustomerID_C19076,0
CustomerID_C19075,0
CustomerID_C19074,0
CustomerID_C19073,0
CustomerID_C19072,0
CustomerID_C19070,0
CustomerID_C1908,0
CustomerID_C1907,0
CustomerID_C19069,0
CustomerID_C19068,0
CustomerID_C19067,0
CustomerID_C19066,0
CustomerID_C19065,0
CustomerID_C19064,0
CustomerID_C19079,0
CustomerID_C19080,0
CustomerID_C19098,0
CustomerID_C1909,0
CustomerID_C19096,0
CustomerID_C19095,0
CustomerID_C19094,0
CustomerID_C19093,0
CustomerID_C19092,0
CustomerID_C19091,0
CustomerID_C19090,0
CustomerID_C19089,0
CustomerID_C19081,0
CustomerID_C19088,0
CustomerID_C19087,0
CustomerID_C19086,0
CustomerID_C19085,0
CustomerID_C19084,0
CustomerID_C19083,0
CustomerID_C19082,0
CustomerID_C19063,0
CustomerID_C19062,0
CustomerID_C19061,0
CustomerID_C19036,0
CustomerID_C19042,0
CustomerID_C19041,0
CustomerID_C19040,0
CustomerID_C1904,0
CustomerID_C19039,0
CustomerID_C19038,0
CustomerID_C19037,0
CustomerID_C19035,0
CustomerID_C19060,0
CustomerID_C19034,0
CustomerID_C19033,0
CustomerID_C19032,0
CustomerID_C19031,0
CustomerID_C19030,0
CustomerID_C1903,0
CustomerID_C19029,0
CustomerID_C19043,0
CustomerID_C19044,0
CustomerID_C19045,0
CustomerID_C19046,0
CustomerID_C1906,0
CustomerID_C19059,0
CustomerID_C19058,0
CustomerID_C19057,0
CustomerID_C19056,0
CustomerID_C19055,0
CustomerID_C19054,0
CustomerID_C19053,0
CustomerID_C19052,0
CustomerID_C19051,0
CustomerID_C19050,0
CustomerID_C1905,0
CustomerID_C19049,0
CustomerID_C19048,0
CustomerID_C19047,0
CustomerID_C19097,0
CustomerID_C19099,0
CustomerID_C19027,0
CustomerID_C19143,0
CustomerID_C1915,0
CustomerID_C19149,0
CustomerID_C19148,0
CustomerID_C19147,0
CustomerID_C19146,0
CustomerID_C19145,0
CustomerID_C19144,0
CustomerID_C19142,0
CustomerID_C19151,0
CustomerID_C19141,0
CustomerID_C19140,0
CustomerID_C1914,0
CustomerID_C19139,0
CustomerID_C19138,0
CustomerID_C19137,0
CustomerID_C19136,0
CustomerID_C19150,0
CustomerID_C19152,0
CustomerID_C1910,0
CustomerID_C19161,0
CustomerID_C19168,0
CustomerID_C19167,0
CustomerID_C19166,0
CustomerID_C19165,0
CustomerID_C19164,0
CustomerID_C19163,0
CustomerID_C19162,0
CustomerID_C19160,0
CustomerID_C19153,0
CustomerID_C1916,0
CustomerID_C19159,0
CustomerID_C19158,0
CustomerID_C19157,0
CustomerID_C19156,0
CustomerID_C19155,0
CustomerID_C19154,0
CustomerID_C19135,0
CustomerID_C19134,0
CustomerID_C19133,0
CustomerID_C19108,0
CustomerID_C19114,0
CustomerID_C19113,0
CustomerID_C19112,0
CustomerID_C19111,0
CustomerID_C19110,0
CustomerID_C1911,0
CustomerID_C19109,0
CustomerID_C19107,0
CustomerID_C19132,0
CustomerID_C19106,0
CustomerID_C19105,0
CustomerID_C19104,0
CustomerID_C19103,0
CustomerID_C19102,0
CustomerID_C19101,0
CustomerID_C19100,0
CustomerID_C19115,0
CustomerID_C19116,0
CustomerID_C19117,0
CustomerID_C19118,0
CustomerID_C19131,0
CustomerID_C19130,0
CustomerID_C1913,0
CustomerID_C19129,0
CustomerID_C19128,0
CustomerID_C19127,0
CustomerID_C19126,0
CustomerID_C19125,0
CustomerID_C19124,0
CustomerID_C19123,0
CustomerID_C19122,0
CustomerID_C19121,0
CustomerID_C19120,0
CustomerID_C1912,0
CustomerID_C19119,0
CustomerID_C19028,0
CustomerID_C19026,0
CustomerID_C1917,0
CustomerID_C18928,0
CustomerID_C18934,0
CustomerID_C18933,0
CustomerID_C18932,0
CustomerID_C18931,0
CustomerID_C18930,0
CustomerID_C1893,0
CustomerID_C18929,0
CustomerID_C18927,0
CustomerID_C18936,0
CustomerID_C18926,0
CustomerID_C18925,0
CustomerID_C18924,0
CustomerID_C18923,0
CustomerID_C18922,0
CustomerID_C18921,0
CustomerID_C18920,0
CustomerID_C18935,0
CustomerID_C18937,0
CustomerID_C18954,0
CustomerID_C18946,0
CustomerID_C18952,0
CustomerID_C18951,0
CustomerID_C18950,0
CustomerID_C1895,0
CustomerID_C18949,0
CustomerID_C18948,0
CustomerID_C18947,0
CustomerID_C18945,0
CustomerID_C18938,0
CustomerID_C18944,0
CustomerID_C18943,0
CustomerID_C18942,0
CustomerID_C18941,0
CustomerID_C18940,0
CustomerID_C1894,0
CustomerID_C18939,0
CustomerID_C1892,0
CustomerID_C18919,0
CustomerID_C18918,0
CustomerID_C18892,0
CustomerID_C18899,0
CustomerID_C18898,0
CustomerID_C18897,0
CustomerID_C18896,0
CustomerID_C18895,0
CustomerID_C18894,0
CustomerID_C18893,0
CustomerID_C18891,0
CustomerID_C18917,0
CustomerID_C18890,0
CustomerID_C1889,0
CustomerID_C18889,0
CustomerID_C18888,0
CustomerID_C18887,0
CustomerID_C18886,0
CustomerID_C18885,0
CustomerID_C1890,0
CustomerID_C18900,0
CustomerID_C18901,0
CustomerID_C18902,0
CustomerID_C18916,0
CustomerID_C18915,0
CustomerID_C18914,0
CustomerID_C18913,0
CustomerID_C18912,0
CustomerID_C18911,0
CustomerID_C18910,0
CustomerID_C1891,0
CustomerID_C18909,0
CustomerID_C18908,0
CustomerID_C18907,0
CustomerID_C18906,0
CustomerID_C18905,0
CustomerID_C18904,0
CustomerID_C18903,0
CustomerID_C18953,0
CustomerID_C18955,0
CustomerID_C19025,0
CustomerID_C1900,0
CustomerID_C19006,0
CustomerID_C19005,0
CustomerID_C19004,0
CustomerID_C19003,0
CustomerID_C19002,0
CustomerID_C19001,0
CustomerID_C19000,0
CustomerID_C18999,0
CustomerID_C19008,0
CustomerID_C18998,0
CustomerID_C18997,0
CustomerID_C18996,0
CustomerID_C18995,0
CustomerID_C18994,0
CustomerID_C18993,0
CustomerID_C18992,0
CustomerID_C19007,0
CustomerID_C19009,0
CustomerID_C18956,0
CustomerID_C19018,0
CustomerID_C19024,0
CustomerID_C19023,0
CustomerID_C19022,0
CustomerID_C19021,0
CustomerID_C19020,0
CustomerID_C1902,0
CustomerID_C19019,0
CustomerID_C19017,0
CustomerID_C1901,0
CustomerID_C19016,0
CustomerID_C19015,0
CustomerID_C19014,0
CustomerID_C19013,0
CustomerID_C19012,0
CustomerID_C19011,0
CustomerID_C19010,0
CustomerID_C18991,0
CustomerID_C18990,0
CustomerID_C1899,0
CustomerID_C18964,0
CustomerID_C18970,0
CustomerID_C1897,0
CustomerID_C18969,0
CustomerID_C18968,0
CustomerID_C18967,0
CustomerID_C18966,0
CustomerID_C18965,0
CustomerID_C18963,0
CustomerID_C18989,0
CustomerID_C18962,0
CustomerID_C18961,0
CustomerID_C18960,0
CustomerID_C1896,0
CustomerID_C18959,0
CustomerID_C18958,0
CustomerID_C18957,0
CustomerID_C18971,0
CustomerID_C18972,0
CustomerID_C18973,0
CustomerID_C18974,0
CustomerID_C18988,0
CustomerID_C18987,0
CustomerID_C18986,0
CustomerID_C18985,0
CustomerID_C18984,0
CustomerID_C18983,0
CustomerID_C18982,0
CustomerID_C18981,0
CustomerID_C18980,0
CustomerID_C1898,0
CustomerID_C18979,0
CustomerID_C18978,0
CustomerID_C18977,0
CustomerID_C18976,0
CustomerID_C18975,0
CustomerID_C19169,0
CustomerID_C19170,0
CustomerID_C2663,0
CustomerID_C19359,0
CustomerID_C19365,0
CustomerID_C19364,0
CustomerID_C19363,0
CustomerID_C19362,0
CustomerID_C19361,0
CustomerID_C19360,0
CustomerID_C1936,0
CustomerID_C19358,0
CustomerID_C19367,0
CustomerID_C19357,0
CustomerID_C19356,0
CustomerID_C19355,0
CustomerID_C19354,0
CustomerID_C19353,0
CustomerID_C19352,0
CustomerID_C19351,0
CustomerID_C19366,0
CustomerID_C19368,0
CustomerID_C19385,0
CustomerID_C19377,0
CustomerID_C19383,0
CustomerID_C19382,0
CustomerID_C19381,0
CustomerID_C19380,0
CustomerID_C1938,0
CustomerID_C19379,0
CustomerID_C19378,0
CustomerID_C19376,0
CustomerID_C19369,0
CustomerID_C19375,0
CustomerID_C19374,0
CustomerID_C19373,0
CustomerID_C19372,0
CustomerID_C19371,0
CustomerID_C19370,0
CustomerID_C1937,0
CustomerID_C19350,0
CustomerID_C1935,0
CustomerID_C19349,0
CustomerID_C19323,0
CustomerID_C1933,0
CustomerID_C19329,0
CustomerID_C19328,0
CustomerID_C19327,0
CustomerID_C19326,0
CustomerID_C19325,0
CustomerID_C19324,0
CustomerID_C19322,0
CustomerID_C19348,0
CustomerID_C19321,0
CustomerID_C19320,0
CustomerID_C1932,0
CustomerID_C19319,0
CustomerID_C19318,0
CustomerID_C19317,0
CustomerID_C19316,0
CustomerID_C19330,0
CustomerID_C19331,0
CustomerID_C19332,0
CustomerID_C19333,0
CustomerID_C19347,0
CustomerID_C19346,0
CustomerID_C19345,0
CustomerID_C19344,0
CustomerID_C19343,0
CustomerID_C19342,0
CustomerID_C19341,0
CustomerID_C19340,0
CustomerID_C1934,0
CustomerID_C19339,0
CustomerID_C19338,0
CustomerID_C19337,0
CustomerID_C19336,0
CustomerID_C19335,0
CustomerID_C19334,0
CustomerID_C19384,0
CustomerID_C19386,0
CustomerID_C19314,0
CustomerID_C19430,0
CustomerID_C19437,0
CustomerID_C19436,0
CustomerID_C19435,0
CustomerID_C19434,0
CustomerID_C19433,0
CustomerID_C19432,0
CustomerID_C19431,0
CustomerID_C1943,0
CustomerID_C19439,0
CustomerID_C19429,0
CustomerID_C19428,0
CustomerID_C19427,0
CustomerID_C19426,0
CustomerID_C19425,0
CustomerID_C19424,0
CustomerID_C19423,0
CustomerID_C19438,0
CustomerID_C1944,0
CustomerID_C19387,0
CustomerID_C19449,0
CustomerID_C19455,0
CustomerID_C19454,0
CustomerID_C19453,0
CustomerID_C19452,0
CustomerID_C19451,0
CustomerID_C19450,0
CustomerID_C1945,0
CustomerID_C19448,0
CustomerID_C19440,0
CustomerID_C19447,0
CustomerID_C19446,0
CustomerID_C19445,0
CustomerID_C19444,0
CustomerID_C19443,0
CustomerID_C19442,0
CustomerID_C19441,0
CustomerID_C19422,0
CustomerID_C19421,0
CustomerID_C19420,0
CustomerID_C19395,0
CustomerID_C19401,0
CustomerID_C19400,0
CustomerID_C1940,0
CustomerID_C19399,0
CustomerID_C19398,0
CustomerID_C19397,0
CustomerID_C19396,0
CustomerID_C19394,0
CustomerID_C1942,0
CustomerID_C19393,0
CustomerID_C19392,0
CustomerID_C19391,0
CustomerID_C19390,0
CustomerID_C1939,0
CustomerID_C19389,0
CustomerID_C19388,0
CustomerID_C19402,0
CustomerID_C19403,0
CustomerID_C19404,0
CustomerID_C19405,0
CustomerID_C19419,0
CustomerID_C19418,0
CustomerID_C19417,0
CustomerID_C19416,0
CustomerID_C19415,0
CustomerID_C19414,0
CustomerID_C19413,0
CustomerID_C19412,0
CustomerID_C19411,0
CustomerID_C19410,0
CustomerID_C1941,0
CustomerID_C19409,0
CustomerID_C19408,0
CustomerID_C19407,0
CustomerID_C19406,0
CustomerID_C19315,0
CustomerID_C19313,0
CustomerID_C19171,0
CustomerID_C19215,0
CustomerID_C19221,0
CustomerID_C19220,0
CustomerID_C1922,0
CustomerID_C19219,0
CustomerID_C19218,0
CustomerID_C19217,0
CustomerID_C19216,0
CustomerID_C19214,0
CustomerID_C19223,0
CustomerID_C19213,0
CustomerID_C19212,0
CustomerID_C19211,0
CustomerID_C19210,0
CustomerID_C1921,0
CustomerID_C19209,0
CustomerID_C19208,0
CustomerID_C19222,0
CustomerID_C19224,0
CustomerID_C19241,0
CustomerID_C19233,0
CustomerID_C1924,0
CustomerID_C19239,0
CustomerID_C19238,0
CustomerID_C19237,0
CustomerID_C19236,0
CustomerID_C19235,0
CustomerID_C19234,0
CustomerID_C19232,0
CustomerID_C19225,0
CustomerID_C19231,0
CustomerID_C19230,0
CustomerID_C1923,0
CustomerID_C19229,0
CustomerID_C19228,0
CustomerID_C19227,0
CustomerID_C19226,0
CustomerID_C19207,0
CustomerID_C19206,0
CustomerID_C19205,0
CustomerID_C1918,0
CustomerID_C19186,0
CustomerID_C19185,0
CustomerID_C19184,0
CustomerID_C19183,0
CustomerID_C19182,0
CustomerID_C19181,0
CustomerID_C19180,0
CustomerID_C19179,0
CustomerID_C19204,0
CustomerID_C19178,0
CustomerID_C19177,0
CustomerID_C19176,0
CustomerID_C19175,0
CustomerID_C19174,0
CustomerID_C19173,0
CustomerID_C19172,0
CustomerID_C19187,0
CustomerID_C19188,0
CustomerID_C19189,0
CustomerID_C1919,0
CustomerID_C19203,0
CustomerID_C19202,0
CustomerID_C19201,0
CustomerID_C19200,0
CustomerID_C1920,0
CustomerID_C19199,0
CustomerID_C19198,0
CustomerID_C19197,0
CustomerID_C19196,0
CustomerID_C19195,0
CustomerID_C19194,0
CustomerID_C19193,0
CustomerID_C19192,0
CustomerID_C19191,0
CustomerID_C19190,0
CustomerID_C19240,0
CustomerID_C19242,0
CustomerID_C19312,0
CustomerID_C19287,0
CustomerID_C19293,0
CustomerID_C19292,0
CustomerID_C19291,0
CustomerID_C19290,0
CustomerID_C1929,0
CustomerID_C19289,0
CustomerID_C19288,0
CustomerID_C19286,0
CustomerID_C19295,0
CustomerID_C19285,0
CustomerID_C19284,0
CustomerID_C19283,0
CustomerID_C19282,0
CustomerID_C19281,0
CustomerID_C19280,0
CustomerID_C1928,0
CustomerID_C19294,0
CustomerID_C19296,0
CustomerID_C19243,0
CustomerID_C19305,0
CustomerID_C19311,0
CustomerID_C19310,0
CustomerID_C1931,0
CustomerID_C19309,0
CustomerID_C19308,0
CustomerID_C19307,0
CustomerID_C19306,0
CustomerID_C19304,0
CustomerID_C19297,0
CustomerID_C19303,0
CustomerID_C19302,0
CustomerID_C19301,0
CustomerID_C19300,0
CustomerID_C1930,0
CustomerID_C19299,0
CustomerID_C19298,0
CustomerID_C19279,0
CustomerID_C19278,0
CustomerID_C19277,0
CustomerID_C19251,0
CustomerID_C19258,0
CustomerID_C19257,0
CustomerID_C19256,0
CustomerID_C19255,0
CustomerID_C19254,0
CustomerID_C19253,0
CustomerID_C19252,0
CustomerID_C19250,0
CustomerID_C19276,0
CustomerID_C1925,0
CustomerID_C19249,0
CustomerID_C19248,0
CustomerID_C19247,0
CustomerID_C19246,0
CustomerID_C19245,0
CustomerID_C19244,0
CustomerID_C19259,0
CustomerID_C1926,0
CustomerID_C19260,0
CustomerID_C19261,0
CustomerID_C19275,0
CustomerID_C19274,0
CustomerID_C19273,0
CustomerID_C19272,0
CustomerID_C19271,0
CustomerID_C19270,0
CustomerID_C1927,0
CustomerID_C19269,0
CustomerID_C19268,0
CustomerID_C19267,0
CustomerID_C19266,0
CustomerID_C19265,0
CustomerID_C19264,0
CustomerID_C19263,0
CustomerID_C19262,0
CustomerID_C18884,0
CustomerID_C18883,0
CustomerID_C18882,0
CustomerID_C18498,0
CustomerID_C18504,0
CustomerID_C18503,0
CustomerID_C18502,0
CustomerID_C18501,0
CustomerID_C18500,0
CustomerID_C1850,0
CustomerID_C18499,0
CustomerID_C18497,0
CustomerID_C18506,0
CustomerID_C18496,0
CustomerID_C18495,0
CustomerID_C18494,0
CustomerID_C18493,0
CustomerID_C18492,0
CustomerID_C18491,0
CustomerID_C18490,0
CustomerID_C18505,0
CustomerID_C18507,0
CustomerID_C18524,0
CustomerID_C18516,0
CustomerID_C18522,0
CustomerID_C18521,0
CustomerID_C18520,0
CustomerID_C1852,0
CustomerID_C18519,0
CustomerID_C18518,0
CustomerID_C18517,0
CustomerID_C18515,0
CustomerID_C18508,0
CustomerID_C18514,0
CustomerID_C18513,0
CustomerID_C18512,0
CustomerID_C18511,0
CustomerID_C18510,0
CustomerID_C1851,0
CustomerID_C18509,0
CustomerID_C1849,0
CustomerID_C18489,0
CustomerID_C18488,0
CustomerID_C18462,0
CustomerID_C18469,0
CustomerID_C18468,0
CustomerID_C18467,0
CustomerID_C18466,0
CustomerID_C18465,0
CustomerID_C18464,0
CustomerID_C18463,0
CustomerID_C18461,0
CustomerID_C18487,0
CustomerID_C18460,0
CustomerID_C1846,0
CustomerID_C18459,0
CustomerID_C18458,0
CustomerID_C18457,0
CustomerID_C18456,0
CustomerID_C18455,0
CustomerID_C1847,0
CustomerID_C18470,0
CustomerID_C18471,0
CustomerID_C18472,0
CustomerID_C18486,0
CustomerID_C18485,0
CustomerID_C18484,0
CustomerID_C18483,0
CustomerID_C18482,0
CustomerID_C18481,0
CustomerID_C18480,0
CustomerID_C1848,0
CustomerID_C18479,0
CustomerID_C18478,0
CustomerID_C18477,0
CustomerID_C18476,0
CustomerID_C18475,0
CustomerID_C18474,0
CustomerID_C18473,0
CustomerID_C18523,0
CustomerID_C18525,0
CustomerID_C18453,0
CustomerID_C1857,0
CustomerID_C18576,0
CustomerID_C18575,0
CustomerID_C18574,0
CustomerID_C18573,0
CustomerID_C18572,0
CustomerID_C18571,0
CustomerID_C18570,0
CustomerID_C18569,0
CustomerID_C18578,0
CustomerID_C18568,0
CustomerID_C18567,0
CustomerID_C18566,0
CustomerID_C18565,0
CustomerID_C18564,0
CustomerID_C18563,0
CustomerID_C18562,0
CustomerID_C18577,0
CustomerID_C18579,0
CustomerID_C18526,0
CustomerID_C18588,0
CustomerID_C18594,0
CustomerID_C18593,0
CustomerID_C18592,0
CustomerID_C18591,0
CustomerID_C18590,0
CustomerID_C1859,0
CustomerID_C18589,0
CustomerID_C18587,0
CustomerID_C1858,0
CustomerID_C18586,0
CustomerID_C18585,0
CustomerID_C18584,0
CustomerID_C18583,0
CustomerID_C18582,0
CustomerID_C18581,0
CustomerID_C18580,0
CustomerID_C18561,0
CustomerID_C18560,0
CustomerID_C1856,0
CustomerID_C18534,0
CustomerID_C18540,0
CustomerID_C1854,0
CustomerID_C18539,0
CustomerID_C18538,0
CustomerID_C18537,0
CustomerID_C18536,0
CustomerID_C18535,0
CustomerID_C18533,0
CustomerID_C18559,0
CustomerID_C18532,0
CustomerID_C18531,0
CustomerID_C18530,0
CustomerID_C1853,0
CustomerID_C18529,0
CustomerID_C18528,0
CustomerID_C18527,0
CustomerID_C18541,0
CustomerID_C18542,0
CustomerID_C18543,0
CustomerID_C18544,0
CustomerID_C18558,0
CustomerID_C18557,0
CustomerID_C18556,0
CustomerID_C18555,0
CustomerID_C18554,0
CustomerID_C18553,0
CustomerID_C18552,0
CustomerID_C18551,0
CustomerID_C18550,0
CustomerID_C1855,0
CustomerID_C18549,0
CustomerID_C18548,0
CustomerID_C18547,0
CustomerID_C18546,0
CustomerID_C18545,0
CustomerID_C18454,0
CustomerID_C18452,0
CustomerID_C18881,0
CustomerID_C18354,0
CustomerID_C18360,0
CustomerID_C1836,0
CustomerID_C18359,0
CustomerID_C18358,0
CustomerID_C18357,0
CustomerID_C18356,0
CustomerID_C18355,0
CustomerID_C18353,0
CustomerID_C18362,0
CustomerID_C18352,0
CustomerID_C18351,0
CustomerID_C18350,0
CustomerID_C1835,0
CustomerID_C18349,0
CustomerID_C18348,0
CustomerID_C18347,0
CustomerID_C18361,0
CustomerID_C18363,0
CustomerID_C18380,0
CustomerID_C18372,0
CustomerID_C18379,0
CustomerID_C18378,0
CustomerID_C18377,0
CustomerID_C18376,0
CustomerID_C18375,0
CustomerID_C18374,0
CustomerID_C18373,0
CustomerID_C18371,0
CustomerID_C18364,0
CustomerID_C18370,0
CustomerID_C1837,0
CustomerID_C18369,0
CustomerID_C18368,0
CustomerID_C18367,0
CustomerID_C18366,0
CustomerID_C18365,0
CustomerID_C18346,0
CustomerID_C18345,0
CustomerID_C18344,0
CustomerID_C18319,0
CustomerID_C18325,0
CustomerID_C18324,0
CustomerID_C18323,0
CustomerID_C18322,0
CustomerID_C18321,0
CustomerID_C18320,0
CustomerID_C1832,0
CustomerID_C18318,0
CustomerID_C18343,0
CustomerID_C18317,0
CustomerID_C18316,0
CustomerID_C18315,0
CustomerID_C18314,0
CustomerID_C18313,0
CustomerID_C18312,0
CustomerID_C18311,0
CustomerID_C18326,0
CustomerID_C18327,0
CustomerID_C18328,0
CustomerID_C18329,0
CustomerID_C18342,0
CustomerID_C18341,0
CustomerID_C18340,0
CustomerID_C1834,0
CustomerID_C18339,0
CustomerID_C18338,0
CustomerID_C18337,0
CustomerID_C18336,0
CustomerID_C18335,0
CustomerID_C18334,0
CustomerID_C18333,0
CustomerID_C18332,0
CustomerID_C18331,0
CustomerID_C18330,0
CustomerID_C1833,0
CustomerID_C1838,0
CustomerID_C18381,0
CustomerID_C18451,0
CustomerID_C18426,0
CustomerID_C18432,0
CustomerID_C18431,0
CustomerID_C18430,0
CustomerID_C1843,0
CustomerID_C18429,0
CustomerID_C18428,0
CustomerID_C18427,0
CustomerID_C18425,0
CustomerID_C18434,0
CustomerID_C18424,0
CustomerID_C18423,0
CustomerID_C18422,0
CustomerID_C18421,0
CustomerID_C18420,0
CustomerID_C1842,0
CustomerID_C18419,0
CustomerID_C18433,0
CustomerID_C18435,0
CustomerID_C18382,0
CustomerID_C18444,0
CustomerID_C18450,0
CustomerID_C1845,0
CustomerID_C18449,0
CustomerID_C18448,0
CustomerID_C18447,0
CustomerID_C18446,0
CustomerID_C18445,0
CustomerID_C18443,0
CustomerID_C18436,0
CustomerID_C18442,0
CustomerID_C18441,0
CustomerID_C18440,0
CustomerID_C1844,0
CustomerID_C18439,0
CustomerID_C18438,0
CustomerID_C18437,0
CustomerID_C18418,0
CustomerID_C18417,0
CustomerID_C18416,0
CustomerID_C18390,0
CustomerID_C18397,0
CustomerID_C18396,0
CustomerID_C18395,0
CustomerID_C18394,0
CustomerID_C18393,0
CustomerID_C18392,0
CustomerID_C18391,0
CustomerID_C1839,0
CustomerID_C18415,0
CustomerID_C18389,0
CustomerID_C18388,0
CustomerID_C18387,0
CustomerID_C18386,0
CustomerID_C18385,0
CustomerID_C18384,0
CustomerID_C18383,0
CustomerID_C18398,0
CustomerID_C18399,0
CustomerID_C1840,0
CustomerID_C18400,0
CustomerID_C18414,0
CustomerID_C18413,0
CustomerID_C18412,0
CustomerID_C18411,0
CustomerID_C18410,0
CustomerID_C1841,0
CustomerID_C18409,0
CustomerID_C18408,0
CustomerID_C18407,0
CustomerID_C18406,0
CustomerID_C18405,0
CustomerID_C18404,0
CustomerID_C18403,0
CustomerID_C18402,0
CustomerID_C18401,0
CustomerID_C18595,0
CustomerID_C18596,0
CustomerID_C18597,0
CustomerID_C18784,0
CustomerID_C18790,0
CustomerID_C1879,0
CustomerID_C18789,0
CustomerID_C18788,0
CustomerID_C18787,0
CustomerID_C18786,0
CustomerID_C18785,0
CustomerID_C18783,0
CustomerID_C18792,0
CustomerID_C18782,0
CustomerID_C18781,0
CustomerID_C18780,0
CustomerID_C1878,0
CustomerID_C18779,0
CustomerID_C18778,0
CustomerID_C18777,0
CustomerID_C18791,0
CustomerID_C18793,0
CustomerID_C18810,0
CustomerID_C18802,0
CustomerID_C18809,0
CustomerID_C18808,0
CustomerID_C18807,0
CustomerID_C18806,0
CustomerID_C18805,0
CustomerID_C18804,0
CustomerID_C18803,0
CustomerID_C18801,0
CustomerID_C18794,0
CustomerID_C18800,0
CustomerID_C1880,0
CustomerID_C18799,0
CustomerID_C18798,0
CustomerID_C18797,0
CustomerID_C18796,0
CustomerID_C18795,0
CustomerID_C18776,0
CustomerID_C18775,0
CustomerID_C18774,0
CustomerID_C18749,0
CustomerID_C18755,0
CustomerID_C18754,0
CustomerID_C18753,0
CustomerID_C18752,0
CustomerID_C18751,0
CustomerID_C18750,0
CustomerID_C1875,0
CustomerID_C18748,0
CustomerID_C18773,0
CustomerID_C18747,0
CustomerID_C18746,0
CustomerID_C18745,0
CustomerID_C18744,0
CustomerID_C18743,0
CustomerID_C18742,0
CustomerID_C18741,0
CustomerID_C18756,0
CustomerID_C18757,0
CustomerID_C18758,0
CustomerID_C18759,0
CustomerID_C18772,0
CustomerID_C18771,0
CustomerID_C18770,0
CustomerID_C1877,0
CustomerID_C18769,0
CustomerID_C18768,0
CustomerID_C18767,0
CustomerID_C18766,0
CustomerID_C18765,0
CustomerID_C18764,0
CustomerID_C18763,0
CustomerID_C18762,0
CustomerID_C18761,0
CustomerID_C18760,0
CustomerID_C1876,0
CustomerID_C1881,0
CustomerID_C18811,0
CustomerID_C18598,0
CustomerID_C18856,0
CustomerID_C18862,0
CustomerID_C18861,0
CustomerID_C18860,0
CustomerID_C1886,0
CustomerID_C18859,0
CustomerID_C18858,0
CustomerID_C18857,0
CustomerID_C18855,0
CustomerID_C18864,0
CustomerID_C18854,0
CustomerID_C18853,0
CustomerID_C18852,0
CustomerID_C18851,0
CustomerID_C18850,0
CustomerID_C1885,0
CustomerID_C18849,0
CustomerID_C18863,0
